epoca,periodo,provincia,distrito,provincia_pcode,distrito_pcode,avisos,ocorrencia_,chuvas,ventos_fortes,descarga_atmosferica,data,pessoas_afectadas_,familias__afectadas_,pessoas_indirectamente_afectadas,familias_indirectamente_afectadas,feridos,obitos,obitos2,grupos_vulneraveis,casas_parcialmente_dest,casas_totalmente_destr,casas_inundadas,escolas_afectadas,salas_de_aulas_parcialmente_destruidas,salas_de_aulas_totalmente_destruidas,alunos_afectados,prof_afectados,casas_de_culto,unidades_sanitarias,hospital_parcialmente_destruidas,hospital_totalmente_destruidas,centro_de_saude_parcialmente_destruidas,postes_de_energia,rede_de_pesca,embarcacoes,posto_de_transformacao,posto_policial,pensoes_para_hospedagem,sistema_de_abastecimento_de_agua,area_afectada_ha,familias_afectadas,accoes_em_curso,observacoes
2017-2018,Outubro,Gaza,Massingir,MZ09,MZ0214,n/a,Chuvas e ventos fortes,1,TRUE,0,8/10/2017,90,18,0,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Outubro,Gaza,Chigubo,MZ09,MZ0204,n/a,Chuvas e ventos fortes,1,TRUE,0,8/10/2017,380,76,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Outubro,Gaza,Chicualacuala,MZ09,MZ0203,n/a,Ventos fortes,0,TRUE,0,8/10/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Outubro,Gaza,Massangena,MZ09,MZ0213,n/a,Chuvas e ventos fortes,1,TRUE,0,8/10/2017,5,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Outubro,Gaza,Mapai,MZ09,MZ0212,n/a,Chuvas e ventos fortes,1,TRUE,0,8/10/2017,175,35,0,0,0,0,0,0,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Outubro,Maputo,Magude,MZ09,MZ0503,n/a,Chuvas e ventos fortes,1,TRUE,0,10/10/2017,65,13,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Outubro,Manica,Cidade de Chimoio,MZ09,MZ0402,n/a,Chuvas e ventos fortes,1,TRUE,0,10/10/2017,4535,907,0,0,1,0,0,0,907,0,0,0,59,2,6705,153,8,2,0,0,0,18,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Outubro,Manica,Gondola,MZ09,MZ0403,n/a,Chuvas e ventos fortes,1,TRUE,0,10/10/2017,1340,268,0,0,0,0,0,0,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Outubro,Manica,Sussundenga,MZ09,MZ0410,n/a,Chuvas e ventos fortes,1,TRUE,0,10/10/2017,100,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Outubro,Manica,Manica,MZ09,MZ0408,n/a,Chuvas e ventos fortes,1,TRUE,0,10/10/2017,16,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Outubro,Nampula,Malema,MZ09,MZ0708,n/a,Ventos fortes,0,TRUE,0,12/10/2017,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Outubro,Nampula,Ribaue,MZ09,MZ0723,n/a,Ventos fortes,0,TRUE,0,10/14/2017,20,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Outubro,Manica,Vanduzi,MZ09,MZ0412,n/a,Chuvas e ventos fortes,1,TRUE,0,10/10/2017,1150,230,0,0,0,0,0,0,145,85,0,0,20,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Outubro,Nampula,Mogovolas,MZ09,MZ0713,n/a,Chuvas e ventos fortes,1,TRUE,0,3/11/2017,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Outubro,Nampula,Nacaroa,MZ09,MZ0721,n/a,Chuvas e ventos fortes,1,TRUE,0,2/11/2017,45,9,0,0,3,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Novembro,Niassa,Mandimba,MZ09,MZ0809,n/a,Ventos fortes,0,TRUE,0,11/17/2017,65,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Novembro,Gaza,Cidade de Xai-Xai,MZ09,MZ0207,n/a,Chuvas e ventos fortes,1,TRUE,0,11/15/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Novembro,Gaza,Limpopo,MZ09,MZ0209,n/a,Chuvas e ventos fortes,1,TRUE,0,11/15/2017,65,13,0,0,0,0,0,0,13,0,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Novembro,Gaza,Chongoene,MZ09,MZ0206,n/a,Chuvas fortes,1,FALSE,0,11/15/2017,20,4,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Novembro,Gaza,Chokwe,MZ09,MZ0205,n/a,Ventos fortes,0,TRUE,0,11/15/2017,10,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Novembro,Gaza,Guija,MZ09,MZ0208,n/a,Ventos fortes,0,TRUE,0,11/15/2017,1550,310,0,0,1,0,0,0,310,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Novembro,Gaza,Chibuto,MZ09,MZ0202,n/a,,0,FALSE,0,11/15/2017,0,0,0,0,0,0,0,0,0,0,0,1,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Novembro,Gaza,Mabalane,MZ09,MZ0210,n/a,Chuvas e ventos fortes,1,TRUE,0,11/15/2017,335,67,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Novembro,Gaza,Chicualacuala,MZ09,MZ0203,n/a,Descarga atmosferica,0,FALSE,1,11/15/2017,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Novembro,Gaza,Mandlakaze,MZ09,MZ0211,n/a,Descarga atmosferica,0,FALSE,1,11/15/2017,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Novembro,Gaza,Mapai,MZ09,MZ0212,n/a,Chuvas fortes,1,FALSE,0,11/15/2017,20,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Novembro,Maputo Cidade,KaMaxakeni,MZ09,MZ1103,n/a,Chuvas e ventos fortes,1,TRUE,0,11/15/2017,1485,297,0,0,0,0,0,0,4,0,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Novembro,Maputo Cidade,KaMavota,MZ09,MZ1104,n/a,Chuvas e ventos fortes,1,TRUE,0,11/15/2017,35,7,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Novembro,Maputo Cidade,KaMubukwane,MZ09,MZ1106,n/a,Chuvas e ventos fortes,1,TRUE,0,11/15/2017,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Novembro,Maputo Cidade,KaNhaca,MZ09,MZ1105,n/a,Chuvas e ventos fortes,1,TRUE,0,11/15/2017,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Novembro,Maputo,Boane,MZ09,MZ0501,n/a,Chuvas e ventos fortes,1,TRUE,0,11/15/2017,125,25,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Novembro,Maputo,Magude,MZ09,MZ0503,n/a,Chuvas e ventos fortes,1,TRUE,0,11/15/2017,230,46,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Novembro,Maputo,Marracuene,MZ09,MZ0505,n/a,Chuvas e ventos fortes,1,TRUE,0,11/15/2017,290,58,0,0,17,0,0,0,47,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Novembro,Maputo,Cidade da Matola,MZ09,MZ0502,n/a,Chuvas e ventos fortes,1,TRUE,0,11/15/2017,45,9,0,0,0,0,0,0,9,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Novembro,Maputo,Moamba,MZ09,MZ0507,n/a,Chuvas e ventos fortes,1,TRUE,0,11/15/2017,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Novembro,Niassa,Ngauma,MZ09,MZ0817,n/a,Chuvas e ventos fortes,1,TRUE,0,12/11/2017,172,90,0,0,0,0,0,0,83,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Novembro,Niassa,Mecula,MZ09,MZ0814,n/a,Chuvas e ventos fortes,1,TRUE,0,11/20/2017,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Novembro,Niassa,Sanga,MZ09,MZ0819,n/a,Chuvas e ventos fortes,1,TRUE,0,11/20/2017,35,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Novembro,Tete,Zumbu,MZ09,MZ1015,n/a,Chuvas e ventos fortes,1,TRUE,0,11/23/2017,2,1,0,0,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,As pessoas feridas foram transferidas para o hospital vizinho da Zambia e o obito sera feito o seu funeral.,n/a
2017-2018,Novembro,Niassa,Cidade de Lichinga,MZ09,MZ0802,n/a,Ventos fortes,0,TRUE,0,11/23/2017,44,16,0,0,1,0,0,0,4,16,0,1,3,2,915,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,n/a,n/a
2017-2018,Novembro,Niassa,Mandimba,MZ09,MZ0809,n/a,Ventos fortes,0,TRUE,0,11/23/2017,9,2,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Uma equipa distrital, encontra-se no terreno para in loco da situacao e levantamento das necessidades.",n/a
2017-2018,Novembro,Niassa,Mandimba,MZ09,MZ0809,n/a,Descarga atmosferica,0,FALSE,1,11/26/2017,5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A vítima foi encaminhado ao hospital distrital, onde veio a perde a vida.",n/a
2017-2018,Novembro,Niassa,Marrupa,MZ09,MZ0810,n/a,Chuvas acompanhadas de Trovoadas,1,FALSE,0,11/27/2017,2,1,0,0,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"As vitimas foram encaminhadas ao hospital distrital de Morrupa, onde uma veio a perder a vida e o menor ainda encontra-se internado.",n/a
2017-2018,Novembro,Cabo Delgado,Montepuez,MZ09,MZ0111,n/a,Chuvas fortes,1,FALSE,0,11/27/2017,465,92,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Novembro,Cabo Delgado,Ancuabe,MZ09,MZ0101,n/a,Chuvas e ventos fortes,1,TRUE,0,11/27/2017,215,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Novembro,Cabo Delgado,Montepuez,MZ09,MZ0111,n/a,Chuvas fortes,1,FALSE,0,11/27/2017,600,120,0,0,0,1,1,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Dezembro,Niassa,Lago,MZ09,MZ0806,n/a,Ventos fortes,0,TRUE,0,3/12/2017,475,95,0,0,0,0,0,0,93,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Dezembro,Cabo Delgado,Montepuez,MZ09,MZ0111,n/a,Chuvas e ventos fortes,1,TRUE,0,4/12/2017,30,6,0,0,2,1,1,0,6,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"na zona de produção de Ncoripo, registou se um obito de uma senhora de 42 anos, que se encontrava debaixo de uma arvore",n/a
2017-2018,Dezembro,Cabo Delgado,Mueda,MZ09,MZ0112,n/a,Chuvas e ventos fortes,1,TRUE,0,2/12/2017,95,19,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Novembro,Cabo Delgado,Pemba,MZ09,MZ0117,n/a,Chuvas fortes,1,FALSE,0,11/30/2017,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Novembro,Nampula,Nacala,MZ09,MZ0719,n/a,Chuvas fortes,1,FALSE,0,11/21/2017,27,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Dezembro,Inhambane,Vilankulo,MZ09,MZ0313,n/a,Chuvas e ventos fortes,1,TRUE,0,12/14/2017,1370,274,0,0,0,0,0,0,257,17,0,4,9,5,1600,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Dezembro,Cabo Delgado,Cidade de Pemba,MZ09,MZ0104,n/a,Chuvas fortes,1,FALSE,0,12/16/2017,0,0,0,0,0,0,0,0,11,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Dezembro,Nampula,Nacala-A-Velha,MZ09,MZ0720,n/a,Chuvas e ventos fortes,1,TRUE,0,12/17/2017,105,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Dezembro,Niassa,Ngauma,MZ09,MZ0817,n/a,Chuvas e ventos fortes,1,TRUE,0,12/15/2017,533,105,533,105,0,0,0,0,65,40,0,1,2,2,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Dezembro,Sofala,Muanza,MZ09,MZ0912,n/a,Vendaval,0,FALSE,0,12/13/2017,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Dezembro,Sofala,Chemba,MZ09,MZ0903,n/a,Chuvas acompanhadas de Trovoadas,1,FALSE,0,12/14/2017,10,2,0,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Novembro,Zambezia,Pebane,MZ09,MZ1123,n/a,Queimadas descontroladas,0,FALSE,0,6/11/2017,95,19,0,0,0,0,0,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Novembro,Zambezia,Pebane,MZ09,MZ1123,n/a,Vendaval,0,FALSE,0,9/11/2017,70,14,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Novembro,Zambezia,Molumbo,MZ09,MZ1116,n/a,Descarga atmosferica,0,FALSE,1,9/11/2017,710,142,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Novembro,Zambezia,Alto Molocue,MZ09,MZ1101,n/a,Chuvas e ventos fortes,1,TRUE,0,9/11/2017,60,12,0,0,0,0,0,0,12,0,0,0,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Novembro,Zambezia,Gurue,MZ09,MZ1106,n/a,Chuvas e ventos fortes,1,TRUE,0,11/20/2017,860,172,0,0,0,0,0,0,172,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Novembro,Zambezia,Milange,MZ09,MZ1113,n/a,Chuvas e ventos fortes,1,TRUE,0,11/30/2017,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Dezembro,Nampula,Nacala-A-Velha,MZ09,MZ0720,n/a,Chuvas e ventos fortes,1,TRUE,0,11/18/2017,105,21,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Dezembro,Cabo Delgado,Metuge,MZ09,MZ0109,n/a,Chuvas e ventos fortes,1,TRUE,0,12/19/2017,35,7,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Dezembro,Nampula,Mogovolas,MZ09,MZ0713,n/a,Chuvas e ventos fortes,1,TRUE,0,12/26/2017,550,110,0,0,0,0,0,0,74,36,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Dezembro,Sofala,Muanza,MZ09,MZ0912,n/a,Chuvas e ventos fortes,1,TRUE,0,12/26/2017,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Dezembro,Sofala,Chemba,MZ09,MZ0903,n/a,Chuvas acompanhadas de Trovoadas,1,FALSE,0,12/26/2017,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Dezembro,Zambezia,Morrumbala,MZ09,MZ1118,n/a,Chuvas fortes,1,FALSE,0,12/26/2017,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Dezembro,Nampula,Ilha De MoÃ§ambique,MZ09,MZ0704,n/a,Descarga atmosferica,0,FALSE,1,12/26/2017,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Dezembro,Sofala,Nhamatanda,MZ09,MZ0913,n/a,Chuvas fortes,1,FALSE,0,12/26/2017,40,8,0,4,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Dezembro,Sofala,Caia,MZ09,MZ0902,n/a,Chuvas fortes,1,FALSE,0,12/26/2017,105,21,0,0,0,2,0,0,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Dezembro,Sofala,Cidade da Beira,MZ09,MZ0906,n/a,Chuvas acompanhadas de Trovoadas,1,FALSE,0,12/25/2017,520,104,0,0,0,0,3,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Dezembro,Zambezia,Derre,MZ09,MZ1104,n/a,Chuvas fortes,1,FALSE,0,12/27/2017,150,30,0,0,0,0,0,0,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Gaza,Chokwe,MZ09,MZ0205,n/a,Chuvas e ventos fortes,1,TRUE,0,2/1/2018,575,115,0,0,0,3,0,0,115,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Gaza,Massingir,MZ09,MZ0214,n/a,Chuvas e ventos fortes,1,TRUE,0,2/1/2018,20,4,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Gaza,Guija,MZ09,MZ0208,n/a,Chuvas e ventos fortes,1,TRUE,0,2/1/2018,335,67,0,0,1,0,0,0,67,0,0,2,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Gaza,Chibuto,MZ09,MZ0202,n/a,Chuvas e ventos fortes,1,TRUE,0,2/1/2018,1650,330,0,0,0,0,0,0,329,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Gaza,Mabalane,MZ09,MZ0210,n/a,Chuvas e ventos fortes,1,TRUE,0,2/1/2018,633,107,0,0,0,0,0,0,107,0,0,1,4,0,315,6,3,1,0,0,0,2,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Gaza,Chigubo,MZ09,MZ0204,n/a,Chuvas e ventos fortes,1,TRUE,0,2/1/2018,0,0,300,60,0,0,0,0,0,0,0,0,2,0,60,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Tete,Cidade de Tete,MZ09,MZ1006,n/a,Ventos fortes,0,TRUE,0,3/1/2018,30,6,0,0,0,0,0,0,6,0,0,1,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Manica,Gondola,MZ09,MZ0403,n/a,Chuvas e ventos fortes,1,TRUE,0,2/1/2018,60,12,0,0,0,0,0,0,12,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Manica,Cidade de Chimoio,MZ09,MZ0402,n/a,Chuvas e ventos fortes,1,TRUE,0,2/1/2018,10,2,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Zambezia,Mopeia,MZ09,MZ1117,n/a,Ventos fortes,0,TRUE,0,2/1/2018,10,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Zambezia,Morrumbala,MZ09,MZ1118,n/a,Ventos fortes,0,TRUE,0,2/1/2018,25,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Tete,Doa,MZ09,MZ1007,n/a,Chuvas e ventos fortes,1,TRUE,0,4/1/2018,10,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Tete,Cidade de Tete,MZ09,MZ1006,n/a,Chuvas e ventos fortes,1,TRUE,0,4/1/2018,115,23,0,0,0,0,0,0,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Cabo Delgado,Namuno,MZ09,MZ0114,n/a,Chuvas e ventos fortes,1,TRUE,0,2/1/2018,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Zambezia,Morrumbala,MZ09,MZ1118,n/a,Chuvas e ventos fortes,1,TRUE,0,2/1/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Manica,Macossa,MZ09,MZ0407,n/a,Chuvas e ventos fortes,1,TRUE,0,2/1/2018,125,25,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Maputo,Boane,MZ09,MZ0501,006/INAM-DAPT/999/2018,Chuvas e ventos fortes,1,TRUE,0,8/1/2018,10,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Maputo,Cidade da Matola,MZ09,MZ0502,006/INAM-DAPT/999/2018,Chuvas e ventos fortes,1,TRUE,0,8/1/2018,145,29,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Nampula,Nacala,MZ09,MZ0719,n/a,Chuvas fortes,1,FALSE,0,8/1/2018,25,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Nampula,Muecate,MZ09,MZ0717,n/a,Chuvas fortes,1,FALSE,0,9/1/2018,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Cabo Delgado,Mecufi,MZ09,MZ0107,n/a,Chuvas fortes,1,FALSE,0,8/1/2018,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Tete,Magoe,MZ09,MZ1009,n/a,Chuvas e ventos fortes,1,TRUE,0,10/1/2018,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Maputo Cidade,KaMaxakeni,MZ09,MZ1103,n/a,Chuvas fortes,1,FALSE,0,8/1/2018,2495,499,0,0,0,0,0,0,0,0,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Maputo Cidade,KaMavota,MZ09,MZ1104,n/a,Chuvas fortes,1,FALSE,0,8/1/2018,3385,678,0,0,0,0,0,0,0,0,678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Maputo Cidade,KaMubukwane,MZ09,MZ1106,n/a,Chuvas fortes,1,FALSE,0,8/1/2018,1582,942,0,0,0,0,0,0,0,0,942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
